wavelength_nm,Re_eps_parallel_nominal_design,Im_eps_parallel_nominal_design,Re_eps_perpendicular_nominal_design,Im_eps_perpendicular_nominal_design,real_part_product_nominal_design,Re_eps_parallel_secondary_sensitivity,Im_eps_parallel_secondary_sensitivity,Re_eps_perpendicular_secondary_sensitivity,Im_eps_perpendicular_secondary_sensitivity,real_part_product_secondary_sensitivity
262.878479,-0.9070113541010005,1.7266601520000002,7.320819827425888,1.5126841197799632,-6.640066704803008,-1.7250331261004754,2.060656453912108,9.195319705462873,3.0276456058683916,-15.862231097007923
264.460938,-0.9376007991787505,1.7355862552458334,7.304275965637178,1.4852106250089268,-6.848494982803557,-1.7610482667443905,2.0713091768816554,9.178778293458018,2.9691156217919525,-16.16427160452528
266.043427,-0.9686493153839169,1.7440191710466666,7.2880889929874915,1.4580414996497064,-7.059602413514393,-1.797611466829671,2.0813733127512157,9.162577351368014,2.911440635869122,-16.47075411253298
267.625977,-1.00029388837275,1.7521095850275001,7.272097339614772,1.4310723859121155,-7.27423452446839,-1.8348862098167535,2.0910286950018078,9.146454560497837,2.854340125714944,-16.782703341773036
269.208557,-1.0326103221414171,1.7599894668241667,7.25615973543185,1.404258859335386,-7.492785441913862,-1.872962258804136,2.1004328208001346,9.130163522581096,2.797667744103904,-17.100451694504617
270.791168,-1.0656442582287504,1.7677851335958332,7.240170966603032,1.3775932515541838,-7.715446619155023,-1.9118947885706754,2.1097364414500785,9.113501989174468,2.7413616236099654,-17.42405695873115
272.37381,-1.0994099787114169,1.7756154094891667,7.224034705304787,1.3510947808854963,-7.942175841569672,-1.9517008438448469,2.1190813658330385,9.096278986975035,2.685422672374057,-17.753215374727326
273.956482,-1.1339079367864169,1.7835891226633331,7.20766365104967,1.3247928332093386,-8.172827019612184,-1.9923802622635656,2.1285974732702533,9.078322895738118,2.629881254153591,-18.087471351924044
275.539215,-1.1691113392027497,1.7918108399125,7.191004856612778,1.2987416781600256,-8.407085318128042,-2.0339017715911485,2.138409557421331,9.05951088907742,2.574825760567321,-18.426155247043862
277.121948,-1.204984561027084,1.8003716543050001,7.174015252207024,1.2729967538327454,-8.644577619482286,-2.076222855789506,2.148626331931483,9.039745852653004,2.520355130566519,-18.768526949806564
